Accession Number,Is Public Domain,Object ID,Department,Accession Year,Object Name,Title,Culture,Period,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,County,Country,Region,Classification,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,,,,,,,,,,,,,,,,
51.86.132,TRUE,201099,European Sculpture and Decorative Arts,1951,Teacup,Tea cup (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Height: 1 7/8 in. (4.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201099,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.133,TRUE,201100,European Sculpture and Decorative Arts,1951,Coffee cup,Coffee cup (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Height: 1 7/8 in. (4.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201100,,,"Metropolitan Museum of Art, New York, NY",Landscapes|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884,,,,,,,,,,,,,,,,
51.86.134,TRUE,201101,European Sculpture and Decorative Arts,1951,Saucer,Saucer (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1805,Hard-paste porcelain,Diameter: 5 1/2 in. (14 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201101,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.135,TRUE,201102,European Sculpture and Decorative Arts,1951,Saucer,Saucer (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Diameter: 5 1/2 in. (14 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201102,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.136,TRUE,201103,European Sculpture and Decorative Arts,1951,Soup plate,Soup plate (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Diameter: 7 7/8 in. (20 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201103,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"51.86.137a, b",TRUE,201104,European Sculpture and Decorative Arts,1951,Platter with rack,Platter with rack (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,"Overall (platter .137a): 12 15/16 × 15 7/8 in. (32.9 × 40.3 cm);
Overall (rack .137b): 9 13/16 × 12 1/2 in. (24.9 × 31.8 cm)","Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201104,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"51.86.138a, b",TRUE,201105,European Sculpture and Decorative Arts,1951,Dish with cover,Dish with cover (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Overall (with cover): 5 1/2 × 12 1/8 in. (14 × 30.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201105,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.139,TRUE,201106,European Sculpture and Decorative Arts,1951,Gravy boat,Gravy boat (part of a service),"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1800–1805,1795,1810,Hard-paste porcelain,Overall: 3 × 7 3/16 in. (7.6 × 18.3 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201106,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.147a, b",TRUE,201112,European Sculpture and Decorative Arts,1951,Coffeepot,Coffeepot (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height: 9 3/16 in. (23.3 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201112,,,"Metropolitan Museum of Art, New York, NY",Birds|Insignia,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300028725,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q552345,,,,,,,,,,,,,,,,
"51.86.148a, b",TRUE,201113,European Sculpture and Decorative Arts,1951,Teapot,Teapot (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height: 5 15/16 in. (15.1 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201113,,,"Metropolitan Museum of Art, New York, NY",Birds|Insignia,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300028725,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q552345,,,,,,,,,,,,,,,,
"51.86.149a, b",TRUE,201114,European Sculpture and Decorative Arts,1951,Sugar bowl with cover,Sugar bowl with cover (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height (with cover): 5 3/8 in. (13.7 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201114,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.150,TRUE,201115,European Sculpture and Decorative Arts,1951,Creamer,Creamer (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height: 5 5/16 in. (13.5 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201115,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.151a, b",TRUE,201116,European Sculpture and Decorative Arts,1951,Tea caddy with cover,Tea caddy with cover (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height (with cover): 5 3/8 in. (13.7 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201116,,,"Metropolitan Museum of Art, New York, NY",Birds|Insignia|Tea Caddy,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300028725|http://vocab.getty.edu/page/aat/300135329,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q552345|https://www.wikidata.org/wiki/Q2923121,,,,,,,,,,,,,,,,
"51.86.152a, b",TRUE,201117,European Sculpture and Decorative Arts,1951,Dish with cover,Dish with cover (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Overall (with cover): 2 15/16 × 5 1/16 in. (7.5 × 12.9 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201117,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.153,TRUE,201118,European Sculpture and Decorative Arts,1951,Tray,Tray (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Overall: 5 5/16 × 6 5/16 in. (13.5 × 16 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201118,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,,,,,,,,,,,,,,,
51.86.155,TRUE,201119,European Sculpture and Decorative Arts,1951,Plate,Plate (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Diameter: 7 5/8 in. (19.4 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201119,,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.156,TRUE,201120,European Sculpture and Decorative Arts,1951,Plate,Plate (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Diameter: 9 13/16 in. (24.9 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201120,,,"Metropolitan Museum of Art, New York, NY",Eagles|Coat of Arms,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.157,TRUE,201121,European Sculpture and Decorative Arts,1951,Soup plate,Soup plate (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Diameter: 8 1/16 in. (20.5 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201121,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.158,TRUE,201122,European Sculpture and Decorative Arts,1951,Bowl,Bowl (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Diameter: 5 5/16 in. (13.5 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201122,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,,,,,,,,,,,,,,,
51.86.161,TRUE,201123,European Sculpture and Decorative Arts,1951,Cup,Cup (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Height: 2 3/8 in. (6 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201123,,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
51.86.164,TRUE,201124,European Sculpture and Decorative Arts,1951,Saucer,Saucer (part of a service),"Chinese, for American market",,,,,,,,,,,,,,,late 18th–early 19th century,1785,1815,Hard-paste porcelain,Diameter: 5 1/2 in. (14 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201124,,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.165,TRUE,201125,European Sculpture and Decorative Arts,1951,Platter,Platter (part of a service),"Chinese, probably for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 9 3/8 × 11 3/4 in. (23.8 × 29.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201125,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.166a, b",TRUE,201126,European Sculpture and Decorative Arts,1951,Dish with cover,Dish with cover (part of a service),"Chinese, probably for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall (with cover): 4 5/8 × 11 3/16 in. (11.7 × 28.4 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201126,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.167a, b",TRUE,201127,European Sculpture and Decorative Arts,1951,Dish with cover,Dish with cover (part of a service),"Chinese, probably for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall (with cover): 6 × 7 7/16 in. (15.2 × 18.9 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201127,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.168,TRUE,201128,European Sculpture and Decorative Arts,1951,Tray,Tray (part of a service),"Chinese, probably for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 6 × 7 15/16 in. (15.2 × 20.2 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201128,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.207,TRUE,201161,European Sculpture and Decorative Arts,1951,Soup plate,Soup plate (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Diameter: 9 3/4 in. (24.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201161,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.208,TRUE,201162,European Sculpture and Decorative Arts,1951,Platter,Platter (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 10 1/4 × 13 3/16 in. (26 × 33.5 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201162,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.210,TRUE,201163,European Sculpture and Decorative Arts,1951,Cup,Cup (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Height: 2 3/4 in. (7 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201163,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.211,TRUE,201164,European Sculpture and Decorative Arts,1951,Saucer,Saucer (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Diameter: 5 1/8 in. (13 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201164,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.212,TRUE,201165,European Sculpture and Decorative Arts,1951,Dish,Deep dish (part of a set),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Diameter: 8 in. (20.3 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201165,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.213,TRUE,201166,European Sculpture and Decorative Arts,1951,Teacup,Tea cup (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 4 1/4 × 2 1/4 in. (10.8 × 5.7 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201166,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.214,TRUE,201167,European Sculpture and Decorative Arts,1951,Saucer,Saucer (part of a set),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Diameter: 6 1/4 in. (15.9 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201167,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.243,TRUE,201188,European Sculpture and Decorative Arts,1951,Plate,Plate (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Diameter: 9 3/4 in. (24.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201188,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.246a, b",TRUE,201189,European Sculpture and Decorative Arts,1951,Tureen with cover,Tureen with cover (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall (with cover): 10 1/2 × 13 3/4 in. (26.7 × 34.9 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201189,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.247,TRUE,201190,European Sculpture and Decorative Arts,1951,Bowl,Bowl (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 4 3/4 × 10 in. (12.1 × 25.4 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201190,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.248,TRUE,201191,European Sculpture and Decorative Arts,1951,Fruit basket,Fruit basket (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 7 3/8 × 8 7/16 in. (18.7 × 21.4 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201191,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.249,TRUE,201192,European Sculpture and Decorative Arts,1951,Fruit basket tray,Tray for a fruit basket (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Overall: 9 5/8 × 10 7/8 in. (24.4 × 27.6 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201192,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
"51.86.250a, b",TRUE,201193,European Sculpture and Decorative Arts,1951,Sugar bowl with cover,Sugar bowl with cover (part of a service),"Chinese, for British market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,Height (with cover): 4 1/2 in. (11.4 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201193,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.295,TRUE,201227,European Sculpture and Decorative Arts,1951,Teacup,Tea cup (part of a miniature service),"Chinese, for British market",,,,,,,,,,,,,,,1790–1800,1790,1800,Hard-paste porcelain,Height: 1 1/2 in. (3.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201227,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.298,TRUE,201228,European Sculpture and Decorative Arts,1951,Saucer ,Saucer (part of a miniature service),"Chinese, for British market",,,,,,,,,,,,,,,1790–1800,1790,1800,Hard-paste porcelain,Diameter: 3 5/8 in. (9.2 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201228,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"51.86.317a, b, .318",TRUE,201244,European Sculpture and Decorative Arts,1951,Sauceboat with cover and tray,Sauceboat with cover and tray,"Chinese, for Scottish market",,,,,,,,,,,,,,,1785–1800,1785,1800,Hard-paste porcelain,"Overall (sauceboat and cover .317a, b): 5 × 6 1/4 in. (12.7 × 15.9 cm);
Overall (tray .318): 9 × 7 1/8 in. (22.9 × 18.1 cm)","Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201244,,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.324,TRUE,201250,European Sculpture and Decorative Arts,1951,Platter,Platter,"Chinese, for French market",,,,,,,,,,,,,,,1795–1800,1795,1800,Hard-paste porcelain,Overall: 13 7/16 × 16 1/8 in. (34.1 × 41 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201250,,,"Metropolitan Museum of Art, New York, NY",Plants,http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q756,,,,,,,,,,,,,,,,
51.86.325,TRUE,201251,European Sculpture and Decorative Arts,1951,Chop plate,Chop plate,"Chinese, for Portuguese market",,,,,,,,,,,,,,,1800–1810,1800,1810,Hard-paste porcelain,Diameter: 11 15/16 in. (30.3 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201251,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Coat of Arms,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"51.86.327a, b",TRUE,201253,European Sculpture and Decorative Arts,1951,Teapot,Teapot,"Chinese, for British market",,,,,,,,,,,,,,,ca. 1790–1800,1785,1805,Hard-paste porcelain,Height: 7 3/4 in. (19.7 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201253,,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
51.86.328,TRUE,201254,European Sculpture and Decorative Arts,1951,Plate,Plate,"Chinese, for Portuguese market",,,,,,,,,,,,,,,ca. 1820,1815,1825,Hard-paste porcelain,Diameter: 9 3/4 in. (24.8 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201254,,,"Metropolitan Museum of Art, New York, NY",Men|Coat of Arms,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.329,TRUE,201255,European Sculpture and Decorative Arts,1951,Plate,Plate,"Chinese, for Portuguese market",,,,,,,,,,,,,,,1800–1810,1800,1810,Hard-paste porcelain,Diameter: 9 1/2 in. (24.1 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201255,,,"Metropolitan Museum of Art, New York, NY",Birds|Peacocks|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
51.86.330,TRUE,201256,European Sculpture and Decorative Arts,1951,Plate,Plate,"Chinese, for European market",,,,,,,,,,,,,,,last quarter 18th century,1775,1799,Hard-paste porcelain,Diameter: 8 in. (20.3 cm),"Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201256,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"51.86.337a, b",TRUE,201262,European Sculpture and Decorative Arts,1951,Tureen with cover,Tureen with cover (part of a service),"Chinese, possibly for British market",,,,,,,,,,,,,,,1790–1800,1790,1800,Hard-paste porcelain,"Overall (with cover, including handles): 9 1/2 × 11 1/4 in. (24.1 × 28.6 cm)","Helena Woolworth McCann Collection, Gift of Winfield Foundation, 1951",,,,,,Ceramics-Porcelain-Export,http://www.metmuseum.org/art/collection/search/201262,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
